Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
m49,Sub-Saharan Africa,rural,Hygiene,2014,42.7746,246055687.38125,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2014,34.66535,124010831.98194,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2014,35.97638,335650612.62395,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2014,40.42107,232517314.48122,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2014,28.82935,103133297.75053,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2014,10.48057,97781077.91768,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2014,3.31942,19094550.45914,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2014,21.99562,78686527.209,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2014,17.50467,163314190.40416,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2014,8.91177,51263886.12503,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2014,31.32196,112050303.91656,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2014,22.44088,209367849.59919,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2014,32.20245,185240661.23731,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2014,6.74439,24127188.22953,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2014,19.0638,177860529.28492,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2014,17.70582,101850556.43355,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2014,21.24743,76009972.58464,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2014,30.51008,284651402.69313,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2014,37.86055,217788205.57118,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2014,18.69059,66863197.08263,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2014,32.84732,306457319.40622,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2014,32.66783,187917701.39348,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2014,33.13595,118539617.5868,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2014,12.00103,111966623.41669,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2014,14.49142,83360115.37907,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2014,7.99651,28606507.92277,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2014,25.82031,240897076.90561,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2014,10.60741,61017835.46386,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2014,50.28251,179879240.86587,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2014,10.29315,96032507.23567,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2014,15.47084,88994140.80618,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2014,1.96747,7038366.38051,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2014,19.03819,177621522.93581,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2014,26.76251,153948066.7842,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2014,6.61756,23673456.26605,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2015,24.84806,238187813.33894,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2015,17.06334,99978340.77601,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2015,37.08805,138209472.71519,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2015,40.30847,386387848.72387,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2015,43.48813,254807811.03878,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2015,35.30907,131580037.30461,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2015,34.84347,334001533.82288,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2015,39.44853,231138772.16041,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2015,27.60288,102862761.26007,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2015,10.67551,102332990.89393,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2015,3.36877,19738470.80264,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2015,22.16397,82594520.31405,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2015,17.68019,169478255.00434,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2015,8.95379,52462497.37342,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2015,31.40079,117015757.8651,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2015,21.69672,207979846.07311,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2015,31.36163,183755635.88113,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2015,6.50049,24224209.67161,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2015,19.42451,186198966.25869,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2015,18.01418,105549564.6357,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2015,21.642,80649401.55605,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2015,30.52306,292587139.86993,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2015,38.30162,224418755.28289,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2015,18.29276,68168381.87269,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2015,33.0029,316358263.25011,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2015,33.17001,194351335.58976,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2015,32.74015,122006927.44514,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2015,12.15962,116559339.09464,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2015,14.91476,87389267.59736,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2015,7.82769,29170071.31127,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2015,26.68696,255815161.14404,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2015,11.05995,64803016.78438,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2015,51.25748,191012144.8115,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2015,9.69186,92903929.14162,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2015,14.69832,86121106.60721,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2015,1.82015,6782822.27498,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2015,18.45866,176940505.46959,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2015,26.15697,153260197.39648,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2015,6.35453,23680305.43699,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2016,25.3602,249730442.15615,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2016,17.44256,104071363.87664,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2016,37.5331,145659079.00267,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2016,40.57022,399508556.64407,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2016,43.7246,260883697.07896,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2016,35.72054,138624861.65327,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2016,34.06958,335494539.906,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2016,38.83284,231696865.70881,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2016,26.74635,103797676.07455,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2016,10.87267,107066802.73343,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2016,3.41829,20395313.35377,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2016,22.33331,86671489.45116,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2016,17.85568,175830891.66281,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2016,8.99655,53678062.67115,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2016,31.47607,122152829.30792,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2016,20.95301,206331309.26632,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2016,30.513,182056420.73553,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2016,6.2551,24274890.07513,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2016,19.78679,194847121.01494,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2016,18.32068,109310690.57033,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2016,22.04084,85536431.28603,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2016,30.53186,300657418.62251,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2016,38.75148,231211439.33302,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2016,17.89468,69445976.61066,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2016,33.13494,326290895.36149,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2016,33.6595,200830082.05959,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2016,32.32846,125460814.88595,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2016,12.31066,121227236.59284,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2016,15.33935,91522506.67103,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2016,7.65425,29704730.67733,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2016,27.57834,271573136.26068,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2016,11.52717,68777090.13405,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2016,52.25603,202796046.47493,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2016,9.09748,89585901.74793,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2016,13.92691,83095170.74084,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2016,1.67252,6490731.71767,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2016,17.87858,176056373.33705,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2016,25.54707,152427077.05889,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2016,6.08874,23629292.97423,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2017,25.55573,258478065.58283,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2017,17.55568,106632514.46414,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2017,37.58247,151845551.88057,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2017,40.47906,409417006.59021,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2017,43.69735,265416043.78659,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2017,35.6409,144000964.64749,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2017,33.96521,343534005.75858,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2017,38.74697,235347648.90468,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2017,26.77662,108186358.48444,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2017,11.08467,112113624.12104,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2017,3.47478,21105654.27648,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2017,22.52489,91007970.00892,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2017,18.05573,182620921.57282,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2017,9.05822,55019304.82541,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2017,31.58199,127601617.15214,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2017,20.04238,202714461.83789,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2017,29.43922,178812678.96809,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2017,5.9158,23901784.09581,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2017,20.18769,204184145.85763,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2017,18.66629,113378343.93921,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2017,22.47485,90805802.71321,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2017,30.62953,309795926.61062,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2017,39.36149,239080225.14621,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2017,17.50246,70715701.04242,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2017,33.28694,336673740.82212,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2017,34.17562,207581448.75928,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2017,31.95094,129092293.5092,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2017,12.44817,125904375.85522,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2017,15.75031,95666770.83427,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2017,7.48395,30237605.68024,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2017,28.47356,287989837.34095,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2017,12.02126,73016680.89286,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2017,53.20685,214973156.99592,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2017,8.48395,85809185.87506,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2017,13.10973,79628031.8321,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2017,1.52986,6181154.587,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2017,17.30739,175051940.10665,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2017,24.94307,151503274.83629,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2017,5.8284,23548664.24013,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2018,25.85685,268556309.74706,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2018,17.73601,109630368.17556,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2018,37.79415,158925943.43248,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2018,40.54528,421114281.11231,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2018,43.79258,270692084.16524,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2018,35.77187,150422197.27179,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2018,33.59787,348956628.92148,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2018,38.47141,237800657.99259,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2018,26.43398,111155970.84273,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2018,11.25736,116922026.42424,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2018,3.50233,21648724.97735,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2018,22.65693,95273302.94208,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2018,18.25216,189571922.74038,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2018,9.10772,56296904.89702,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2018,31.69411,133275019.71094,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2018,19.33614,200830386.10866,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2018,28.62726,176951711.24004,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2018,5.67858,23878673.76642,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2018,20.47682,212677805.918,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2018,18.87316,116659387.14659,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2018,22.83412,96018419.46182,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2018,30.67752,318625078.80873,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2018,39.88953,246566382.073,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2018,17.13626,72058695.66574,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2018,33.68956,349908915.82926,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2018,34.63149,214065230.08639,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2018,32.30496,135843686.29723,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2018,12.59835,130849856.71064,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2018,16.18332,100032864.03053,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2018,7.32858,30816992.36217,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2018,29.08518,302086558.24348,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2018,12.51661,77368066.60188,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2018,53.44026,224718494.94175,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2018,7.90412,82094296.39191,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2018,12.34095,76282271.62538,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2018,1.38216,5812024.21206,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2018,16.7228,173687592.82575,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2018,24.32763,150374677.98982,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2018,5.54404,23312913.73338,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2019,26.00796,277318578.35346,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2019,17.80654,111966989.63141,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2019,37.79582,165351589.85864,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2019,40.40317,430812327.61446,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2019,43.68655,274699682.25,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2019,35.68399,156112643.5725,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2019,33.58887,358152511.63399,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2019,38.50691,242130248.39739,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2019,26.52019,116022261.26197,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2019,11.45413,122133470.27372,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2019,3.55188,22334094.25013,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2019,22.81199,99799377.47605,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2019,18.41662,196373400.17005,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2019,9.14892,57528122.24008,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2019,31.73704,138845279.50274,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2019,18.64787,198839164.01407,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2019,27.80299,174824335.06625,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2019,5.48927,24014826.42538,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2019,20.81669,221964889.09326,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2019,19.16001,120477523.90938,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2019,23.19783,101487365.004,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2019,30.66469,326972490.44891,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2019,40.33621,253632844.81296,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2019,16.76387,73339646.28449,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2019,34.16173,364260860.25904,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2019,35.09287,220662913.6085,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2019,32.8234,143597945.54518,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2019,12.7472,135921321.85786,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2019,16.61481,104473422.84669,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2019,7.18831,31447897.81704,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2019,29.6203,315836337.31859,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2019,13.00512,81775764.90263,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2019,53.50121,234060575.32549,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2019,7.35421,78416728.20284,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2019,11.59261,72893972.88107,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2019,1.26238,5522754.18739,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2019,16.11656,171848166.36167,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2019,23.69459,148990846.03928,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2019,5.22469,22857321.818,Unimproved
